drugbank_id,drug_name,target_id,target_name,actions,known_action,organism,gene_name,uniprot_id
DB09130,Copper,BE0008962,Heterogeneous nuclear ribonucleoprotein H3,,unknown,Humans,HNRNPH3,P31942
DB09130,Copper,BE0008963,Cobalt-precorrin-5B C(1)-methyltransferase,,unknown,Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222),cbiD,P61987
DB09130,Copper,BE0008964,Heterogeneous nuclear ribonucleoprotein L,,unknown,Humans,HNRNPL,P14866
DB09130,Copper,BE0008965,"Splicing factor, proline- and glutamine-rich",,unknown,Humans,SFPQ,P23246
DB09130,Copper,BE0008966,Splicing factor 3A subunit 2,,unknown,Humans,SF3A2,Q15428
DB09130,Copper,BE0008967,Small ribosomal subunit protein RACK1,,unknown,Humans,RACK1,P63244
DB09130,Copper,BE0008968,Alpha-actinin-1,,unknown,Humans,ACTN1,P12814
DB09130,Copper,BE0000481,Aminoacylase-1,,unknown,Humans,ACY1,Q03154
DB09130,Copper,BE0008969,Annexin A4,,unknown,Humans,ANXA4,P09525
DB09130,Copper,BE0004149,Annexin A5,,unknown,Humans,ANXA5,P08758
DB09130,Copper,BE0002109,Calreticulin,,unknown,Humans,CALR,P27797
DB09130,Copper,BE0000088,Pyruvate kinase PKM,,unknown,Humans,PKM,P14618
DB09130,Copper,BE0004352,Aldo-keto reductase family 1 member A1,,unknown,Humans,AKR1A1,P14550
DB09130,Copper,BE0000160,NADH-cytochrome b5 reductase 3,,unknown,Humans,CYB5R3,P00387
DB09130,Copper,BE0000648,"Glutathione reductase, mitochondrial",,unknown,Humans,GSR,P00390
DB09130,Copper,BE0000039,Transketolase,,unknown,Humans,TKT,P29401
DB09130,Copper,BE0001972,Peroxiredoxin-2,,unknown,Humans,PRDX2,P32119
DB09130,Copper,BE0004641,Peroxiredoxin-6,,unknown,Humans,PRDX6,P30041
DB09130,Copper,BE0001014,Peptidyl-prolyl cis-trans isomerase A,,unknown,Humans,PPIA,P62937
DB09130,Copper,BE0003775,Heat shock cognate 71 kDa protein,,unknown,Humans,HSPA8,P11142
DB09130,Copper,BE0001120,Heat shock protein HSP 90-alpha,,unknown,Humans,HSP90AA1,P07900
DB09130,Copper,BE0002480,Prostaglandin E synthase 3,,unknown,Humans,PTGES3,Q15185
DB09130,Copper,BE0008970,Stress-induced-phosphoprotein 1,,unknown,Humans,STIP1,P31948
DB09130,Copper,BE0008972,Eukaryotic translation initiation factor 6,,unknown,Humans,EIF6,P56537
DB09130,Copper,BE0008973,Eukaryotic initiation factor 4A-I,,unknown,Humans,EIF4A1,P60842
DB09130,Copper,BE0001199,Glucose-6-phosphate isomerase,,unknown,Humans,GPI,P06744
DB09130,Copper,BE0000425,L-lactate dehydrogenase A chain,,unknown,Humans,LDHA,P00338
DB09130,Copper,BE0004454,Phosphoglycerate kinase 1,,unknown,Humans,PGK1,P00558
DB09130,Copper,BE0000143,Tubulin beta chain,,unknown,Humans,TUBB,P07437
DB09130,Copper,BE0004174,Cofilin-1,,unknown,Humans,CFL1,P23528
DB09130,Copper,BE0008974,14-3-3 protein beta/alpha,,unknown,Humans,YWHAB,P31946
DB09130,Copper,BE0000529,"Aspartate aminotransferase, cytoplasmic",,unknown,Humans,GOT1,P17174
DB09130,Copper,BE0000185,Glutathione synthetase,,unknown,Humans,GSS,P48637
DB09130,Copper,BE0008975,Hepatoma-derived growth factor,,unknown,Humans,HDGF,P51858
DB09130,Copper,BE0000011,"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",,unknown,Humans,IDH3A,P50213
DB09130,Copper,BE0005284,Chloride intracellular channel protein 1,,unknown,Humans,CLIC1,O00299
DB09130,Copper,BE0008976,Proteasome activator complex subunit 1,,unknown,Humans,PSME1,Q06323
DB09130,Copper,BE0001179,Phosphatidylethanolamine-binding protein 1,,unknown,Humans,PEBP1,P30086
DB09130,Copper,BE0008977,Phosphoglycerate mutase 1,,unknown,Humans,PGAM1,P18669
DB09130,Copper,BE0008978,Ran-specific GTPase-activating protein,,unknown,Humans,RANBP1,P43487
DB09130,Copper,BE0000645,UDP-glucose 6-dehydrogenase,,unknown,Humans,UGDH,O60701
DB09130,Copper,BE0003777,Beta-2-microglobulin,,unknown,Humans,B2M,P61769
DB09130,Copper,BE0005818,"Protein SCO1 homolog, mitochondrial",,unknown,Humans,SCO1,O75880
DB09130,Copper,BE0008989,Alternative prion protein,,unknown,Humans,PRNP,F7VJQ1
DB09130,Copper,BE0000433,Glycine receptor subunit alpha-1,,unknown,Humans,GLRA1,P23415
DB09130,Copper,BE0008995,Huntingtin,,unknown,Humans,HTT,P42858
DB09130,Copper,BE0003175,Endonuclease 8-like 1,,unknown,Humans,NEIL1,Q96FI4
DB09130,Copper,BE0005817,Endonuclease 8-like 2,,unknown,Humans,NEIL2,Q969S2
DB09130,Copper,BE0005816,Ferroxidase HEPHL1,cofactor,unknown,Humans,HEPHL1,Q6MZM0
DB09130,Copper,BE0000240,Plasminogen activator inhibitor 1,,unknown,Humans,SERPINE1,P05121
DB09130,Copper,BE0003602,Protein S100-A2,,unknown,Humans,S100A2,P29034
DB09130,Copper,BE0004350,Protein S100-A4,,unknown,Humans,S100A4,P26447
DB09130,Copper,BE0000878,Alpha-synuclein,,unknown,Humans,SNCA,P37840
DB09130,Copper,BE0003394,Neurotrophic factor BDNF precursor form,cofactor,unknown,Humans,BDNF,P23560
DB09130,Copper,BE0000992,Parkinson disease protein 7,,unknown,Humans,PARK7,Q99497
DB09130,Copper,BE0000921,Islet amyloid polypeptide,,unknown,Humans,IAPP,P10997
DB09130,Copper,BE0009046,Tachykinin-3,,unknown,Humans,TAC3,Q9UHF0
DB09130,Copper,BE0009047,Alpha-1B-glycoprotein,,unknown,Humans,A1BG,P04217
DB09130,Copper,BE0008979,Afamin,,unknown,Humans,AFM,P43652
DB09130,Copper,BE0001060,Angiotensinogen,,unknown,Humans,AGT,P01019
DB09130,Copper,BE0009048,Alpha-2-HS-glycoprotein,,unknown,Humans,AHSG,P02765
DB09130,Copper,BE0001213,Serum amyloid P-component,,unknown,Humans,APCS,P02743
DB09130,Copper,BE0003449,Apolipoprotein A-I,,unknown,Humans,APOA1,P02647
DB09130,Copper,BE0000922,Apolipoprotein A-II,,unknown,Humans,APOA2,P02652
DB09130,Copper,BE0009049,Apolipoprotein A-IV,,unknown,Humans,APOA4,P06727
DB09130,Copper,BE0005852,Apolipoprotein B receptor,,unknown,Humans,APOBR,Q0VD83
DB09130,Copper,BE0008879,Apolipoprotein C-II,,unknown,Humans,APOC2,P02655
DB09130,Copper,BE0008880,Apolipoprotein C-III,,unknown,Humans,APOC3,P02656
DB09130,Copper,BE0005056,Apolipoprotein D,,unknown,Humans,APOD,P05090
DB09130,Copper,BE0001119,Apolipoprotein E,,unknown,Humans,APOE,P02649
DB09130,Copper,BE0002854,Beta-2-glycoprotein 1,,unknown,Humans,APOH,P02749
DB09130,Copper,BE0002857,Zinc-alpha-2-glycoprotein,,unknown,Humans,AZGP1,P25311
DB09130,Copper,BE0002096,Complement C1q subcomponent subunit C,,unknown,Humans,C1QC,P02747
DB09130,Copper,BE0001529,Complement C1s subcomponent,,unknown,Humans,C1S,P09871
DB09130,Copper,BE0003455,Complement C3,,unknown,Humans,C3,P01024
DB09130,Copper,BE0004686,Complement C4-B,,unknown,Humans,C4B,P0C0L5
DB09130,Copper,BE0009050,C4b-binding protein alpha chain,,unknown,Humans,C4BPA,P04003
DB09130,Copper,BE0000855,Complement C5,,unknown,Humans,C5,P01031
DB09130,Copper,BE0009051,Complement component C8 beta chain,,unknown,Humans,C8B,P07358
DB09130,Copper,BE0009052,Complement component C9,,unknown,Humans,C9,P02748
DB09130,Copper,BE0009053,Complement factor H,,unknown,Humans,CFH,P08603
DB09130,Copper,BE0009054,Complement factor I,,unknown,Humans,CFI,P05156
DB09130,Copper,BE0002104,Tetranectin,,unknown,Humans,CLEC3B,P05452
DB09130,Copper,BE0009055,Clusterin,,unknown,Humans,CLU,P10909
DB09130,Copper,BE0000048,Prothrombin,,unknown,Humans,F2,P00734
DB09130,Copper,BE0004930,"Complement component 1 Q subcomponent-binding protein, mitochondrial",,unknown,Humans,C1QBP,Q07021
DB09130,Copper,BE0004161,Gelsolin,,unknown,Humans,GSN,P06396
DB09130,Copper,BE0000130,Hemoglobin subunit alpha,,unknown,Humans,HBA1,P69905
DB09130,Copper,BE0000629,Hemoglobin subunit beta,,unknown,Humans,HBB,P68871
DB09130,Copper,BE0009056,Chromobox protein homolog 5,,unknown,Humans,CBX5,P45973
DB09130,Copper,BE0009057,Haptoglobin-related protein,,unknown,Humans,HPR,P00739
DB09130,Copper,BE0009058,Insulin-like growth factor-binding protein complex acid labile subunit,,unknown,Humans,IGFALS,P35858
DB09130,Copper,BE0002815,Immunoglobulin heavy constant gamma 1,,unknown,Humans,IGHG1,P01857
DB09130,Copper,BE0005089,Immunoglobulin heavy constant gamma 4,,unknown,Humans,IGHG4,P01861
DB09130,Copper,BE0000616,Immunoglobulin kappa variable 3-20,,unknown,Humans,IGKV3-20,P01619
DB09130,Copper,BE0009059,Immunoglobulin lambda-like polypeptide 1,,unknown,Humans,IGLL1,P15814
DB09130,Copper,BE0009060,Inter-alpha-trypsin inhibitor heavy chain H2,,unknown,Humans,ITIH2,P19823
DB09130,Copper,BE0001017,Kininogen-1,,unknown,Humans,KNG1,P01042
DB09130,Copper,BE0009061,"Keratin, type II cytoskeletal 1",,unknown,Humans,KRT1,P04264
DB09130,Copper,BE0009062,"Keratin, type I cytoskeletal 10",,unknown,Humans,KRT10,P13645
DB09130,Copper,BE0009063,"Keratin, type II cytoskeletal 2 epidermal",,unknown,Humans,KRT2,P35908
DB09130,Copper,BE0009064,"Keratin, type I cytoskeletal 9",,unknown,Humans,KRT9,P35527
DB09130,Copper,BE0009065,Leucine-rich alpha-2-glycoprotein,,unknown,Humans,LRG1,P02750
DB09130,Copper,BE0009066,Lumican,,unknown,Humans,LUM,P51884
DB09130,Copper,BE0004613,N-acetylmuramoyl-L-alanine amidase,,unknown,Humans,PGLYRP2,Q96PD5
DB09130,Copper,BE0000211,Plasminogen,,unknown,Humans,PLG,P00747
DB09130,Copper,BE0000930,Serum paraoxonase/arylesterase 1,,unknown,Humans,PON1,P27169
DB09130,Copper,BE0000946,Platelet basic protein,,unknown,Humans,PPBP,P02775
DB09130,Copper,BE0000952,Alpha-1-antitrypsin,,unknown,Humans,SERPINA1,P01009
DB09130,Copper,BE0009067,Kallistatin,,unknown,Humans,SERPINA4,P29622
DB09130,Copper,BE0000209,Corticosteroid-binding globulin,,unknown,Humans,SERPINA6,P08185
DB09130,Copper,BE0000537,Thyroxine-binding globulin,,unknown,Humans,SERPINA7,P05543
DB09130,Copper,BE0000280,Antithrombin-III,,unknown,Humans,SERPINC1,P01008
DB09130,Copper,BE0000775,Heparin cofactor 2,,unknown,Humans,SERPIND1,P05546
DB09130,Copper,BE0009068,Pigment epithelium-derived factor,,unknown,Humans,SERPINF1,P36955
DB09130,Copper,BE0001125,Alpha-2-antiplasmin,,unknown,Humans,SERPINF2,P08697
DB09130,Copper,BE0002458,Plasma protease C1 inhibitor,,unknown,Humans,SERPING1,P05155
DB09130,Copper,BE0000337,Transthyretin,,unknown,Humans,TTR,P02766
DB09130,Copper,BE0001068,Vitronectin,,unknown,Humans,VTN,P04004
DB09130,Copper,BE0009092,Amyloid beta precursor like protein 1,cofactor,unknown,Humans,APLP1,P51693
DB09130,Copper,BE0027478,Tubulin alpha 3C/D chain,,unknown,Humans,TUBA3C,P0DPH7
DB09131,Cupric Chloride,BE0000380,Vitamin K-dependent protein C,,unknown,Humans,PROC,P04070
DB09131,Cupric Chloride,BE0008992,Cystatin-B,,unknown,Humans,CSTB,P04080
DB09140,Oxygen,BE0000335,Cytochrome c oxidase subunit 1,"agonist, activator",unknown,Humans,MT-CO1,P00395
DB09140,Oxygen,BE0005803,NADPH oxidase 1,"agonist, activator",unknown,Humans,NOX1,Q9Y5S8
DB09142,Sincalide,BE0001158,Gastrin/cholecystokinin type B receptor,agonist,unknown,Humans,CCKBR,P32239
DB09142,Sincalide,BE0000402,Cholecystokinin receptor type A,agonist,unknown,Humans,CCKAR,P32238
DB09143,Sonidegib,BE0004659,Protein smoothened,antagonist,yes,Humans,SMO,Q99835
DB09147,Ferric pyrophosphate,BE0000085,Ferritin light chain,binder,yes,Humans,FTL,P02792
DB09147,Ferric pyrophosphate,BE0000130,Hemoglobin subunit alpha,binder,yes,Humans,HBA1,P69905
DB09147,Ferric pyrophosphate,BE0000629,Hemoglobin subunit beta,binder,yes,Humans,HBB,P68871
DB09148,Florbetaben F-18,BE0003392,Amyloid-beta precursor protein,binder,yes,Humans,APP,P05067
DB09149,Florbetapir F-18,BE0011000,Beta amyloid plaque,binder,yes,,,
DB09149,Florbetapir F-18,BE0003392,Amyloid-beta precursor protein,binder,no,Humans,APP,P05067
DB09151,Flutemetamol (18F),BE0003392,Amyloid-beta precursor protein,binder,yes,Humans,APP,P05067
DB09154,Sodium citrate,BE0000535,Carbonic anhydrase 4,inhibitor,unknown,Humans,CA4,P22748
DB09158,Trypan blue free acid,BE0000623,Tyrosine-protein phosphatase non-receptor type 1,inhibitor,unknown,Humans,PTPN1,P18031
DB09165,Technetium Tc-99m pyrophosphate,BE0004961,Hydroxyapatite,ligand,no,,,
DB09165,Technetium Tc-99m pyrophosphate,BE0008720,Amorphous calcium phosphate,ligand,no,,,
DB09166,Etizolam,BE0004797,GABA(A) Receptor,positive allosteric modulator,yes,Humans,GABRA1,P14867
DB09166,Etizolam,BE0008668,GABA(A) Receptor Benzodiazepine Binding Site,ligand,yes,Humans,GABRA1,P14867
DB09166,Etizolam,BE0005561,Platelet-activating factor receptor,antagonist,unknown,Humans,PTAFR,P25105
DB09167,Dosulepin,BE0000291,5-hydroxytryptamine receptor 1A,antagonist,yes,Humans,HTR1A,P08908
DB09167,Dosulepin,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,yes,Humans,HTR2A,P28223
DB09167,Dosulepin,BE0000442,Histamine H1 receptor,antagonist,yes,Humans,HRH1,P35367
DB09167,Dosulepin,BE0000092,Muscarinic acetylcholine receptor M1,antagonist,yes,Humans,CHRM1,P11229
DB09167,Dosulepin,BE0000560,Muscarinic acetylcholine receptor M2,antagonist,yes,Humans,CHRM2,P08172
DB09167,Dosulepin,BE0000045,Muscarinic acetylcholine receptor M3,antagonist,yes,Humans,CHRM3,P20309
DB09167,Dosulepin,BE0000405,Muscarinic acetylcholine receptor M4,antagonist,yes,Humans,CHRM4,P08173
DB09167,Dosulepin,BE0000247,Muscarinic acetylcholine receptor M5,antagonist,yes,Humans,CHRM5,P08912
DB09167,Dosulepin,BE0004864,Alpha-2 adrenergic receptors,antagonist,yes,Humans,ADRA2A,P08913
DB09167,Dosulepin,BE0004863,Alpha-1 adrenergic receptors,antagonist,yes,Humans,ADRA1A,P35348
DB09167,Dosulepin,BE0000486,Sodium-dependent noradrenaline transporter,inhibitor,yes,Humans,SLC6A2,P23975
DB09167,Dosulepin,BE0000749,Sodium-dependent serotonin transporter,inhibitor,yes,Humans,SLC6A4,P31645
DB09173,Butyrfentanyl,BE0000770,Mu-type opioid receptor,agonist,yes,Humans,OPRM1,P35372
DB09173,Butyrfentanyl,BE0000632,Kappa-type opioid receptor,agonist,unknown,Humans,OPRK1,P41145
DB09173,Butyrfentanyl,BE0000420,Delta-type opioid receptor,agonist,unknown,Humans,OPRD1,P41143
DB09174,Lofentanil,BE0000420,Delta-type opioid receptor,inhibitor,unknown,Humans,OPRD1,P41143
DB09174,Lofentanil,BE0000632,Kappa-type opioid receptor,inhibitor,unknown,Humans,OPRK1,P41145
DB09174,Lofentanil,BE0000770,Mu-type opioid receptor,inhibitor,unknown,Humans,OPRM1,P35372
DB09181,Trefentanil,BE0000770,Mu-type opioid receptor,agonist,unknown,Humans,OPRM1,P35372
DB09183,Dasabuvir,BE0008655,Nonstructural protein 5b,inhibitor,yes,Hepatitis C Virus,NS5b,P87764
DB09183,Dasabuvir,BE0003427,Genome polyprotein,inhibitor,unknown,HCV,,P26664
DB09185,Viloxazine,BE0000486,Sodium-dependent noradrenaline transporter,inhibitor,yes,Humans,SLC6A2,P23975
DB09185,Viloxazine,BE0000393,5-hydroxytryptamine receptor 2B,antagonist,yes,Humans,HTR2B,P41595
DB09185,Viloxazine,BE0000533,5-hydroxytryptamine receptor 2C,agonist,yes,Humans,HTR2C,P28335
DB09185,Viloxazine,BE0000575,Alpha-1B adrenergic receptor,antagonist,unknown,Humans,ADRA1B,P35368
DB09185,Viloxazine,BE0000694,Beta-2 adrenergic receptor,antagonist,unknown,Humans,ADRB2,P07550
DB09185,Viloxazine,BE0000442,Histamine H1 receptor,antagonist,unknown,Humans,HRH1,P35367
DB09185,Viloxazine,BE0000112,Histamine H2 receptor,antagonist,unknown,Humans,HRH2,P25021
DB09185,Viloxazine,BE0000092,Muscarinic acetylcholine receptor M1,antagonist,unknown,Humans,CHRM1,P11229
DB09185,Viloxazine,BE0000560,Muscarinic acetylcholine receptor M2,antagonist,unknown,Humans,CHRM2,P08172
DB09185,Viloxazine,BE0000045,Muscarinic acetylcholine receptor M3,antagonist,unknown,Humans,CHRM3,P20309
DB09185,Viloxazine,BE0000405,Muscarinic acetylcholine receptor M4,antagonist,unknown,Humans,CHRM4,P08173
DB09185,Viloxazine,BE0002198,Amine oxidase [flavin-containing] A,inhibitor,unknown,Humans,MAOA,P21397
DB09185,Viloxazine,BE0002196,Amine oxidase [flavin-containing] B,inhibitor,unknown,Humans,MAOB,P27338
DB09186,Nisoxetine,BE0000749,Sodium-dependent serotonin transporter,inhibitor,yes,Humans,SLC6A4,P31645
DB09186,Nisoxetine,BE0000647,Sodium-dependent dopamine transporter,inhibitor,unknown,Humans,SLC6A3,Q01959
DB09186,Nisoxetine,BE0000486,Sodium-dependent noradrenaline transporter,inhibitor,unknown,Humans,SLC6A2,P23975
DB09194,Etoperidone,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,yes,Humans,HTR2A,P28223
DB09194,Etoperidone,BE0000533,5-hydroxytryptamine receptor 2C,agonist,yes,Humans,HTR2C,P28335
DB09194,Etoperidone,BE0004863,Alpha-1 adrenergic receptors,antagonist,unknown,Humans,ADRA1A,P35348
DB09194,Etoperidone,BE0004864,Alpha-2 adrenergic receptors,antagonist,unknown,Humans,ADRA2A,P08913
DB09194,Etoperidone,BE0000756,D(2) dopamine receptor,antagonist,unknown,Humans,DRD2,P14416
DB09194,Etoperidone,BE0004890,Muscarinic acetylcholine receptor,antagonist,unknown,Humans,CHRM1,P11229
DB09195,Lorpiprazole,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,yes,Humans,HTR2A,P28223
DB09195,Lorpiprazole,BE0000533,5-hydroxytryptamine receptor 2C,antagonist,yes,Humans,HTR2C,P28335
DB09195,Lorpiprazole,BE0004863,Alpha-1 adrenergic receptors,antagonist,yes,Humans,ADRA1A,P35348
DB09195,Lorpiprazole,BE0004864,Alpha-2 adrenergic receptors,antagonist,yes,Humans,ADRA2A,P08913
DB09195,Lorpiprazole,BE0000442,Histamine H1 receptor,antagonist,yes,Humans,HRH1,P35367
DB09195,Lorpiprazole,BE0000749,Sodium-dependent serotonin transporter,antagonist,yes,Humans,SLC6A4,P31645
DB09196,Lubazodone,BE0000749,Sodium-dependent serotonin transporter,inhibitor,unknown,Humans,SLC6A4,P31645
DB09196,Lubazodone,BE0000451,5-hydroxytryptamine receptor 2A,inhibitor,unknown,Humans,HTR2A,P28223
DB09198,Lobeglitazone,BE0000215,Peroxisome proliferator-activated receptor gamma,activator,yes,Humans,PPARG,P37231
DB09198,Lobeglitazone,BE0000071,Peroxisome proliferator-activated receptor alpha,agonist,unknown,Humans,PPARA,Q07869
DB09199,Netoglitazone,BE0000215,Peroxisome proliferator-activated receptor gamma,modulator,unknown,Humans,PPARG,P37231
DB09200,Rivoglitazone,BE0000215,Peroxisome proliferator-activated receptor gamma,agonist,unknown,Humans,PPARG,P37231
DB09201,Ciglitazone,BE0000215,Peroxisome proliferator-activated receptor gamma,agonist,yes,Humans,PPARG,P37231
DB09202,Cirazoline,BE0000501,Alpha-1A adrenergic receptor,agonist,yes,Humans,ADRA1A,P35348
DB09202,Cirazoline,BE0000575,Alpha-1B adrenergic receptor,partial agonist,yes,Humans,ADRA1B,P35368
DB09202,Cirazoline,BE0000715,Alpha-1D adrenergic receptor,partial agonist,yes,Humans,ADRA1D,P25100
DB09202,Cirazoline,BE0004864,Alpha-2 adrenergic receptors,antagonist,yes,Humans,ADRA2A,P08913
DB09202,Cirazoline,BE0000342,Alpha-2C adrenergic receptor,agonist,unknown,Humans,ADRA2C,P18825
DB09203,Synephrine,BE0004863,Alpha-1 adrenergic receptors,,unknown,Humans,ADRA1A,P35348
DB09204,Arotinolol,BE0000172,Beta-1 adrenergic receptor,antagonist,yes,Humans,ADRB1,P08588
DB09204,Arotinolol,BE0000694,Beta-2 adrenergic receptor,antagonist,yes,Humans,ADRB2,P07550
DB09204,Arotinolol,BE0004863,Alpha-1 adrenergic receptors,antagonist,yes,Humans,ADRA1A,P35348
DB09205,Moxisylyte,BE0004888,Alpha adrenergic receptor,antagonist,yes,Humans,ADRA1A,P35348
DB09205,Moxisylyte,BE0000715,Alpha-1D adrenergic receptor,modulator,unknown,Humans,ADRA1D,P25100
DB09206,Trimazosin,BE0000715,Alpha-1D adrenergic receptor,modulator,unknown,Humans,ADRA1D,P25100
DB09207,AS-8112,BE0000756,D(2) dopamine receptor,antagonist,unknown,Humans,DRD2,P14416
DB09207,AS-8112,BE0000581,D(3) dopamine receptor,antagonist,unknown,Humans,DRD3,P35462
DB09207,AS-8112,BE0005582,5HT3 serotonin receptor,antagonist,unknown,Humans,,Q9UE69
DB09208,Pegloticase,BE0004823,Uric acid,"substrate, metabolizer",yes,,,
DB09209,Pholcodine,BE0000770,Mu-type opioid receptor,antagonist,yes,Humans,OPRM1,P35372
DB09209,Pholcodine,BE0000632,Kappa-type opioid receptor,antagonist,yes,Humans,OPRK1,P41145
DB09209,Pholcodine,BE0000420,Delta-type opioid receptor,antagonist,unknown,Humans,OPRD1,P41143
DB09211,Limaprost,BE0000368,Prostaglandin E2 receptor EP2 subtype,agonist,yes,Humans,PTGER2,P43116
DB09211,Limaprost,BE0000064,Prostaglandin E2 receptor EP1 subtype,agonist,unknown,Humans,PTGER1,P34995
DB09211,Limaprost,BE0002375,Prostaglandin E2 receptor EP3 subtype,agonist,unknown,Humans,PTGER3,P43115
DB09211,Limaprost,BE0003522,Prostaglandin E2 receptor EP4 subtype,,unknown,Humans,PTGER4,P35408
DB09212,Loxoprofen,BE0000262,Prostaglandin G/H synthase 2,antagonist,yes,Humans,PTGS2,P35354
DB09212,Loxoprofen,BE0000017,Prostaglandin G/H synthase 1,antagonist,yes,Humans,PTGS1,P23219
DB09213,Dexibuprofen,BE0000262,Prostaglandin G/H synthase 2,inhibitor,yes,Humans,PTGS2,P35354
DB09213,Dexibuprofen,BE0000017,Prostaglandin G/H synthase 1,inhibitor,unknown,Humans,PTGS1,P23219
DB09213,Dexibuprofen,BE0000246,Apoptosis regulator Bcl-2,negative modulator,unknown,Humans,BCL2,P10415
DB09213,Dexibuprofen,BE0001151,Thrombomodulin,modulator,unknown,Humans,THBD,P07204
DB09213,Dexibuprofen,BE0001088,Tissue-type plasminogen activator,modulator,unknown,Humans,PLAT,P00750
DB09213,Dexibuprofen,BE0003591,"Fatty acid-binding protein, intestinal",binder,unknown,Humans,FABP2,P12104
DB09213,Dexibuprofen,BE0000215,Peroxisome proliferator-activated receptor gamma,activator,unknown,Humans,PPARG,P37231
DB09213,Dexibuprofen,BE0001195,Cystic fibrosis transmembrane conductance regulator,inhibitor,unknown,Humans,CFTR,P13569
DB09213,Dexibuprofen,BE0001018,Solute carrier family 15 member 1,,unknown,Humans,SLC15A1,P46059
DB09213,Dexibuprofen,BE0000071,Peroxisome proliferator-activated receptor alpha,,unknown,Humans,PPARA,Q07869
DB09213,Dexibuprofen,BE0001025,Platelet glycoprotein Ib alpha chain,,unknown,Humans,GP1BA,P07359
DB09213,Dexibuprofen,BE0003756,Protein S100-A7,,unknown,Humans,S100A7,P31151
DB09214,Dexketoprofen,BE0000017,Prostaglandin G/H synthase 1,antagonist,unknown,Humans,PTGS1,P23219
DB09214,Dexketoprofen,BE0000262,Prostaglandin G/H synthase 2,antagonist,unknown,Humans,PTGS2,P35354
DB09215,Droxicam,BE0000017,Prostaglandin G/H synthase 1,inhibitor,yes,Humans,PTGS1,P23219
DB09215,Droxicam,BE0000262,Prostaglandin G/H synthase 2,inhibitor,yes,Humans,PTGS2,P35354
DB09216,Tolfenamic acid,BE0000017,Prostaglandin G/H synthase 1,antagonist,yes,Humans,PTGS1,P23219
DB09216,Tolfenamic acid,BE0000262,Prostaglandin G/H synthase 2,antagonist,yes,Humans,PTGS2,P35354
DB09217,Firocoxib,BE0000262,Prostaglandin G/H synthase 2,inhibitor,yes,Humans,PTGS2,P35354
DB09220,Nicorandil,BE0000469,ATP-binding cassette sub-family C member 9,activator,yes,Humans,ABCC9,O60706
DB09221,Polaprezinc,BE0000704,Tumor necrosis factor,inhibitor,unknown,Humans,TNF,P01375
DB09221,Polaprezinc,BE0000918,Interleukin-6,inhibitor,unknown,Humans,IL6,P05231
DB09221,Polaprezinc,BE0000125,Interleukin-3,inhibitor,unknown,Humans,IL3,P08700
DB09221,Polaprezinc,BE0000029,Vascular endothelial growth factor receptor 1,agonist,unknown,Humans,FLT1,P17948
DB09221,Polaprezinc,BE0001094,Beta-nerve growth factor,agonist,unknown,Humans,NGF,P01138
DB09221,Polaprezinc,BE0000205,Platelet-derived growth factor receptor beta,agonist,unknown,Humans,PDGFRB,P09619
DB09221,Polaprezinc,BE0001120,Heat shock protein HSP 90-alpha,agonist,unknown,Humans,HSP90AA1,P07900
DB09221,Polaprezinc,BE0001898,Heat shock protein HSP 90-beta,agonist,unknown,Humans,HSP90AB1,P08238
DB09223,Blonanserin,BE0000756,D(2) dopamine receptor,antagonist,yes,Humans,DRD2,P14416
DB09223,Blonanserin,BE0000581,D(3) dopamine receptor,antagonist,yes,Humans,DRD3,P35462
DB09223,Blonanserin,BE0000451,5-hydroxytryptamine receptor 2A,antagonist,yes,Humans,HTR2A,P28223
DB09224,Melperone,BE0000756,D(2) dopamine receptor,antagonist,yes,Humans,DRD2,P14416
DB09225,Zotepine,BE0004889,D(1) dopamine receptor,antagonist,yes,Humans,DRD1,P21728
DB09225,Zotepine,BE0000756,D(2) dopamine receptor,antagonist,yes,Humans,DRD2,P14416
DB09225,Zotepine,BE0000650,5-hydroxytryptamine receptor 7,antagonist,yes,Humans,HTR7,P34969
DB09225,Zotepine,BE0000486,Sodium-dependent noradrenaline transporter,antagonist,yes,Humans,SLC6A2,P23975
DB09225,Zotepine,BE0000749,Sodium-dependent serotonin transporter,antagonist,yes,Humans,SLC6A4,P31645
DB09225,Zotepine,BE0000451,5-hydroxytryptamine receptor 2A,"antagonist, inhibitor",unknown,Humans,HTR2A,P28223
DB09225,Zotepine,BE0000945,5-hydroxytryptamine receptor 6,antagonist,unknown,Humans,HTR6,P50406
DB09227,Barnidipine,BE0000430,Voltage-dependent L-type calcium channel subunit alpha-1C,antagonist,yes,Humans,CACNA1C,Q13936
DB09227,Barnidipine,BE0000483,Voltage-dependent T-type calcium channel subunit alpha-1G,"antagonist, inhibitor",unknown,Humans,CACNA1G,O43497
DB09227,Barnidipine,BE0000864,Voltage-dependent T-type calcium channel subunit alpha-1H,"antagonist, inhibitor",unknown,Humans,CACNA1H,O95180
DB09228,Conestat alfa,BE0002093,Complement C1r subcomponent,inhibitor,yes,Humans,C1R,P00736
